Country,Year,Beginning Stocks,Crush,Domestic Consumption,Ending Stocks,Exports,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Imports,Industrial Dom. Cons.,Production,Total Distribution,Total Supply
Algeria,1964,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
Algeria,1965,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
Algeria,1966,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Algeria,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Algeria,1969,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
Algeria,1970,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,11.0,11.0
Algeria,1971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Algeria,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Algeria,1975,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
Algeria,1976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Algeria,1977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Algeria,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1979,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
Algeria,1980,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Algeria,1981,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
Algeria,1982,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0
Algeria,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1984,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
Algeria,1985,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
Algeria,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1987,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Algeria,1988,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
Algeria,1989,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0
Algeria,1990,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0
Algeria,1991,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
Algeria,1992,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
Algeria,1993,0.0,0.0,197.0,0.0,0.0,0.0,0.0,197.0,197.0,0.0,0.0,197.0,197.0
Algeria,1994,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,150.0,150.0
Algeria,1995,0.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0,70.0
Algeria,1996,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0
Algeria,1997,0.0,0.0,65.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,65.0,65.0
Algeria,1998,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Algeria,1999,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0
Algeria,2000,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0
Algeria,2001,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,24.0,24.0
Algeria,2002,0.0,0.0,70.0,20.0,0.0,0.0,0.0,70.0,90.0,0.0,0.0,90.0,90.0
Algeria,2003,20.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0,40.0
Algeria,2004,20.0,0.0,270.0,20.0,0.0,0.0,0.0,270.0,270.0,0.0,0.0,290.0,290.0
Algeria,2005,20.0,0.0,315.0,15.0,0.0,0.0,0.0,315.0,310.0,0.0,0.0,330.0,330.0
Algeria,2006,15.0,0.0,300.0,10.0,0.0,0.0,0.0,300.0,295.0,0.0,0.0,310.0,310.0
Algeria,2007,10.0,0.0,355.0,33.0,5.0,0.0,0.0,355.0,383.0,0.0,0.0,393.0,393.0
Algeria,2008,33.0,0.0,384.0,13.0,1.0,0.0,0.0,384.0,365.0,0.0,0.0,398.0,398.0
Algeria,2009,13.0,0.0,395.0,20.0,0.0,0.0,0.0,395.0,402.0,0.0,0.0,415.0,415.0
Algeria,2010,20.0,0.0,475.0,60.0,1.0,0.0,0.0,475.0,516.0,0.0,0.0,536.0,536.0
Algeria,2011,60.0,0.0,490.0,8.0,0.0,0.0,0.0,490.0,438.0,0.0,0.0,498.0,498.0
Algeria,2012,8.0,0.0,540.0,43.0,0.0,0.0,0.0,540.0,575.0,0.0,0.0,583.0,583.0
Algeria,2013,43.0,0.0,590.0,82.0,0.0,0.0,0.0,590.0,629.0,0.0,0.0,672.0,672.0
Algeria,2014,82.0,0.0,640.0,73.0,0.0,0.0,0.0,640.0,631.0,0.0,0.0,713.0,713.0
Algeria,2015,73.0,0.0,690.0,96.0,7.0,0.0,0.0,690.0,720.0,0.0,0.0,793.0,793.0
Algeria,2016,96.0,0.0,715.0,50.0,5.0,0.0,0.0,715.0,674.0,0.0,0.0,770.0,770.0
Algeria,2017,50.0,0.0,725.0,96.0,5.0,0.0,0.0,725.0,776.0,0.0,0.0,826.0,826.0
Algeria,2018,96.0,50.0,755.0,244.0,5.0,0.18,0.0,755.0,899.0,0.0,9.0,1004.0,1004.0
Algeria,2019,244.0,450.0,785.0,228.0,5.0,0.18,0.0,785.0,693.0,0.0,81.0,1018.0,1018.0
Algeria,2020,228.0,1100.0,825.0,228.0,5.0,0.18,0.0,825.0,632.0,0.0,198.0,1058.0,1058.0
Algeria,2021,228.0,1550.0,860.0,238.0,13.0,0.18,0.0,860.0,604.0,0.0,279.0,1111.0,1111.0
Algeria,2022,238.0,1575.0,820.0,196.0,5.0,0.18,0.0,820.0,500.0,0.0,283.0,1021.0,1021.0
Algeria,2023,196.0,1750.0,865.0,221.0,5.0,0.18,0.0,865.0,580.0,0.0,315.0,1091.0,1091.0
Angola,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1976,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0
Angola,1977,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,26.0,26.0
Angola,1978,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,12.0
Angola,1979,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,27.0
Angola,1980,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,35.0,35.0
Angola,1981,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0
Angola,1982,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0
Angola,1983,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0
Angola,1984,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0
Angola,1985,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0
Angola,1986,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0
Angola,1987,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0
Angola,1988,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0
Angola,1989,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0
Angola,1990,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,27.0
Angola,1991,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0
Angola,1992,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,34.0,34.0
Angola,1993,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,19.0,19.0
Angola,1994,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,19.0,19.0
Angola,1995,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0
Angola,1996,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,35.0,35.0
Angola,1997,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,22.0,22.0
Angola,1998,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0
Angola,1999,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,41.0,41.0
Angola,2000,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0
Angola,2001,0.0,0.0,63.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,63.0,63.0
Angola,2002,0.0,0.0,71.0,10.0,0.0,0.0,0.0,71.0,81.0,0.0,0.0,81.0,81.0
Angola,2003,10.0,0.0,75.0,10.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,85.0,85.0
Angola,2004,10.0,0.0,76.0,17.0,0.0,0.0,0.0,76.0,83.0,0.0,0.0,93.0,93.0
Angola,2005,17.0,0.0,78.0,1.0,0.0,0.0,0.0,78.0,62.0,0.0,0.0,79.0,79.0
Angola,2006,1.0,0.0,90.0,21.0,0.0,0.0,0.0,90.0,110.0,0.0,0.0,111.0,111.0
Angola,2007,21.0,0.0,90.0,18.0,0.0,0.0,0.0,90.0,87.0,0.0,0.0,108.0,108.0
Angola,2008,18.0,0.0,92.0,12.0,0.0,0.0,0.0,92.0,86.0,0.0,0.0,104.0,104.0
Angola,2009,12.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,68.0,0.0,0.0,80.0,80.0
Angola,2010,0.0,0.0,90.0,17.0,0.0,0.0,0.0,90.0,107.0,0.0,0.0,107.0,107.0
Angola,2011,17.0,0.0,70.0,7.0,0.0,0.0,0.0,70.0,60.0,0.0,0.0,77.0,77.0
Angola,2012,7.0,0.0,70.0,9.0,0.0,0.0,0.0,70.0,72.0,0.0,0.0,79.0,79.0
Angola,2013,9.0,0.0,70.0,12.0,0.0,0.0,0.0,70.0,73.0,0.0,0.0,82.0,82.0
Angola,2014,12.0,0.0,65.0,7.0,0.0,0.0,0.0,65.0,60.0,0.0,0.0,72.0,72.0
Angola,2015,7.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0,63.0,0.0,0.0,70.0,70.0
Angola,2016,0.0,0.0,75.0,32.0,0.0,0.0,0.0,75.0,107.0,0.0,0.0,107.0,107.0
Angola,2017,32.0,0.0,70.0,39.0,0.0,0.0,0.0,70.0,77.0,0.0,0.0,109.0,109.0
Angola,2018,39.0,0.0,65.0,35.0,0.0,0.0,0.0,65.0,61.0,0.0,0.0,100.0,100.0
Angola,2019,35.0,0.0,55.0,28.0,0.0,0.0,0.0,55.0,48.0,0.0,0.0,83.0,83.0
Angola,2020,28.0,0.0,55.0,10.0,0.0,0.0,0.0,55.0,37.0,0.0,0.0,65.0,65.0
Angola,2021,10.0,0.0,50.0,17.0,0.0,0.0,0.0,50.0,57.0,0.0,0.0,67.0,67.0
Angola,2022,17.0,0.0,30.0,17.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,47.0,47.0
Angola,2023,17.0,0.0,40.0,27.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,67.0,67.0
Argentina,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1976,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1977,0.0,645.0,31.0,11.0,68.0,0.16,0.0,31.0,7.0,0.0,103.0,110.0,110.0
Argentina,1978,11.0,728.0,41.0,16.0,75.0,0.17,0.0,41.0,0.0,0.0,121.0,132.0,132.0
Argentina,1979,16.0,714.0,22.0,4.0,111.0,0.17,0.0,22.0,0.0,0.0,121.0,137.0,137.0
Argentina,1980,4.0,935.0,56.0,42.0,64.0,0.17,0.0,56.0,0.0,0.0,158.0,162.0,162.0
Argentina,1981,42.0,1341.0,74.0,67.0,120.0,0.16,0.0,74.0,0.0,0.0,219.0,261.0,261.0
Argentina,1982,67.0,2136.0,74.0,67.0,274.0,0.16,0.0,74.0,0.0,0.0,348.0,415.0,415.0
Argentina,1983,67.0,2985.0,71.0,59.0,427.0,0.16,0.0,71.0,0.0,0.0,490.0,557.0,557.0
Argentina,1984,59.0,3862.0,68.0,119.0,510.0,0.17,0.0,68.0,0.0,0.0,638.0,697.0,697.0
Argentina,1985,119.0,4372.0,80.0,137.0,636.0,0.17,0.0,80.0,0.0,0.0,734.0,853.0,853.0
Argentina,1986,137.0,4891.0,76.0,160.0,732.0,0.17,0.0,75.0,0.0,1.0,831.0,968.0,968.0
Argentina,1987,160.0,5397.0,87.0,155.0,852.0,0.17,0.0,83.0,0.0,4.0,934.0,1094.0,1094.0
Argentina,1988,155.0,6017.0,91.0,210.0,882.0,0.17,0.0,86.0,0.0,5.0,1028.0,1183.0,1183.0
Argentina,1989,210.0,6242.0,96.0,200.0,994.0,0.17,0.0,93.0,0.0,3.0,1080.0,1290.0,1290.0
Argentina,1990,200.0,6981.0,101.0,156.0,1122.0,0.17,0.0,98.0,0.0,3.0,1179.0,1379.0,1379.0
Argentina,1991,156.0,7748.0,106.0,461.0,918.0,0.17,0.0,103.0,0.0,3.0,1329.0,1485.0,1485.0
Argentina,1992,461.0,8534.0,120.0,710.0,1122.0,0.18,0.0,118.0,0.0,2.0,1491.0,1952.0,1952.0
Argentina,1993,710.0,8780.0,136.0,718.0,1395.0,0.18,0.0,134.0,0.0,2.0,1539.0,2249.0,2249.0
Argentina,1994,718.0,8695.0,149.0,695.0,1427.0,0.18,0.0,147.0,0.0,2.0,1553.0,2271.0,2271.0
Argentina,1995,695.0,10255.0,175.0,826.0,1590.0,0.19,0.0,173.0,0.0,2.0,1896.0,2591.0,2591.0
Argentina,1996,826.0,11046.0,204.0,595.0,1993.0,0.18,0.0,202.0,0.0,2.0,1966.0,2792.0,2792.0
Argentina,1997,595.0,12886.0,213.0,697.0,1966.0,0.18,0.0,211.0,0.0,2.0,2281.0,2876.0,2876.0
Argentina,1998,697.0,17507.0,224.0,503.0,3111.0,0.18,0.0,222.0,0.0,2.0,3141.0,3838.0,3838.0
Argentina,1999,503.0,17074.0,236.0,545.0,2843.0,0.18,0.0,234.0,0.0,2.0,3121.0,3624.0,3624.0
Argentina,2000,545.0,17300.0,247.0,408.0,3080.0,0.18,0.0,245.0,0.0,2.0,3190.0,3735.0,3735.0
Argentina,2001,408.0,20859.0,327.0,327.0,3630.0,0.19,0.0,325.0,0.0,2.0,3876.0,4284.0,4284.0
Argentina,2002,327.0,23533.0,387.0,414.0,3920.0,0.19,0.0,385.0,0.0,2.0,4394.0,4721.0,4721.0
Argentina,2003,414.0,25040.0,394.0,511.0,4238.0,0.19,0.0,389.0,0.0,5.0,4729.0,5143.0,5143.0
Argentina,2004,511.0,27313.0,396.0,486.0,4757.0,0.19,0.0,386.0,0.0,10.0,5128.0,5639.0,5639.0
Argentina,2005,486.0,31888.0,397.0,490.0,5597.0,0.19,0.0,377.0,0.0,20.0,5998.0,6484.0,6484.0
Argentina,2006,490.0,33586.0,459.0,485.0,5970.0,0.19,0.0,375.0,0.0,84.0,6424.0,6914.0,6914.0
Argentina,2007,485.0,34607.0,1026.0,297.0,5789.0,0.19,0.0,375.0,0.0,651.0,6627.0,7112.0,7112.0
Argentina,2008,297.0,31243.0,1420.0,87.0,4704.0,0.19,0.0,370.0,0.0,1050.0,5914.0,6211.0,6211.0
Argentina,2009,87.0,34127.0,1915.0,195.0,4453.0,0.19,0.0,365.0,0.0,1550.0,6476.0,6563.0,6563.0
Argentina,2010,195.0,37614.0,2520.0,295.0,4561.0,0.19,0.0,370.0,0.0,2150.0,7181.0,7376.0,7376.0
Argentina,2011,295.0,35886.0,3020.0,320.0,3794.0,0.19,0.0,370.0,0.0,2650.0,6839.0,7134.0,7134.0
Argentina,2012,320.0,33611.0,2245.0,288.0,4244.0,0.19,0.0,375.0,93.0,1870.0,6364.0,6777.0,6777.0
Argentina,2013,288.0,36173.0,2844.0,151.0,4087.0,0.19,0.0,379.0,9.0,2465.0,6785.0,7082.0,7082.0
Argentina,2014,151.0,40235.0,2401.0,365.0,5094.0,0.19,0.0,401.0,22.0,2000.0,7687.0,7860.0,7860.0
Argentina,2015,365.0,43267.0,2840.0,260.0,5698.0,0.2,0.0,415.0,0.0,2425.0,8433.0,8798.0,8798.0
Argentina,2016,260.0,43309.0,3085.0,183.0,5387.0,0.19,0.0,435.0,0.0,2650.0,8395.0,8655.0,8655.0
Argentina,2017,183.0,36933.0,2981.0,275.0,4164.0,0.2,0.0,455.0,1.0,2526.0,7236.0,7420.0,7420.0
Argentina,2018,275.0,40567.0,2624.0,427.0,5268.0,0.2,0.0,474.0,0.0,2150.0,8044.0,8319.0,8319.0
Argentina,2019,427.0,38770.0,2175.0,548.0,5404.0,0.2,0.0,485.0,0.0,1690.0,7700.0,8127.0,8127.0
Argentina,2020,548.0,40162.0,2042.0,299.0,6137.0,0.2,0.0,492.0,0.0,1550.0,7930.0,8478.0,8478.0
Argentina,2021,299.0,38825.0,2660.0,523.0,4873.0,0.2,0.0,510.0,93.0,2150.0,7664.0,8056.0,8056.0
Argentina,2022,523.0,30318.0,2050.0,327.0,4137.0,0.2,0.0,450.0,0.0,1600.0,5991.0,6514.0,6514.0
Argentina,2023,327.0,35500.0,2250.0,288.0,4800.0,0.2,0.0,450.0,0.0,1800.0,7011.0,7338.0,7338.0
Australia,1964,0.0,8.0,5.0,0.0,0.0,0.125,0.0,5.0,4.0,0.0,1.0,5.0,5.0
Australia,1965,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
Australia,1966,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0
Australia,1967,0.0,2.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0
Australia,1968,0.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0
Australia,1969,0.0,4.0,9.0,0.0,0.0,0.25,0.0,9.0,8.0,0.0,1.0,9.0,9.0
Australia,1970,0.0,12.0,9.0,0.0,0.0,0.1667,0.0,9.0,7.0,0.0,2.0,9.0,9.0
Australia,1971,0.0,16.0,5.0,0.0,0.0,0.1875,0.0,5.0,2.0,0.0,3.0,5.0,5.0
Australia,1972,0.0,27.0,8.0,0.0,0.0,0.1481,0.0,8.0,4.0,0.0,4.0,8.0,8.0
Australia,1973,0.0,72.0,18.0,0.0,0.0,0.1667,0.0,18.0,6.0,0.0,12.0,18.0,18.0
Australia,1974,0.0,69.0,24.0,0.0,0.0,0.1594,0.0,24.0,13.0,0.0,11.0,24.0,24.0
Australia,1975,0.0,56.0,40.0,0.0,0.0,0.1607,0.0,40.0,31.0,0.0,9.0,40.0,40.0
Australia,1976,0.0,72.0,39.0,0.0,0.0,0.1667,0.0,39.0,27.0,0.0,12.0,39.0,39.0
Australia,1977,0.0,79.0,38.0,0.0,0.0,0.1772,0.0,38.0,24.0,0.0,14.0,38.0,38.0
Australia,1978,0.0,102.0,35.0,0.0,1.0,0.1765,0.0,35.0,18.0,0.0,18.0,36.0,36.0
Australia,1979,0.0,112.0,43.0,0.0,0.0,0.1786,0.0,43.0,23.0,0.0,20.0,43.0,43.0
Australia,1980,0.0,114.0,40.0,0.0,0.0,0.1842,0.0,40.0,19.0,0.0,21.0,40.0,40.0
Australia,1981,0.0,109.0,45.0,0.0,0.0,0.1835,0.0,45.0,25.0,0.0,20.0,45.0,45.0
Australia,1982,0.0,74.0,38.0,0.0,0.0,0.1757,0.0,38.0,25.0,0.0,13.0,38.0,38.0
Australia,1983,0.0,114.0,50.0,0.0,0.0,0.1842,0.0,50.0,29.0,0.0,21.0,50.0,50.0
Australia,1984,0.0,151.0,41.0,0.0,0.0,0.1788,0.0,41.0,14.0,0.0,27.0,41.0,41.0
Australia,1985,0.0,102.0,37.0,0.0,0.0,0.1667,0.0,37.0,20.0,0.0,17.0,37.0,37.0
Australia,1986,0.0,145.0,45.0,0.0,0.0,0.1724,0.0,45.0,20.0,0.0,25.0,45.0,45.0
Australia,1987,0.0,155.0,46.0,0.0,1.0,0.1742,0.0,46.0,20.0,0.0,27.0,47.0,47.0
Australia,1988,0.0,136.0,43.0,0.0,1.0,0.1765,0.0,43.0,20.0,0.0,24.0,44.0,44.0
Australia,1989,0.0,116.0,53.0,0.0,2.0,0.181,0.0,53.0,34.0,0.0,21.0,55.0,55.0
Australia,1990,0.0,119.0,53.0,0.0,2.0,0.1681,0.0,53.0,35.0,0.0,20.0,55.0,55.0
Australia,1991,0.0,117.0,53.0,0.0,2.0,0.1709,0.0,53.0,35.0,0.0,20.0,55.0,55.0
Australia,1992,0.0,103.0,56.0,0.0,2.0,0.1748,0.0,56.0,40.0,0.0,18.0,58.0,58.0
Australia,1993,0.0,134.0,56.0,0.0,2.0,0.19,0.0,56.0,33.0,0.0,25.0,58.0,58.0
Australia,1994,0.0,111.0,52.0,0.0,2.0,0.19,0.0,52.0,33.0,0.0,21.0,54.0,54.0
Australia,1995,0.0,111.0,52.0,0.0,2.0,0.19,0.0,52.0,33.0,0.0,21.0,54.0,54.0
Australia,1996,0.0,130.0,59.0,0.0,2.0,0.19,0.0,59.0,37.0,0.0,24.0,61.0,61.0
Australia,1997,0.0,111.0,47.0,0.0,14.0,0.19,0.0,47.0,40.0,0.0,21.0,61.0,61.0
Australia,1998,0.0,120.0,27.0,0.0,4.0,0.0,0.0,27.0,9.0,0.0,22.0,31.0,31.0
Australia,1999,0.0,112.0,23.0,0.0,6.0,0.19,0.0,23.0,8.0,0.0,21.0,29.0,29.0
Australia,2000,0.0,45.0,14.0,0.0,3.0,0.18,0.0,14.0,9.0,0.0,8.0,17.0,17.0
Australia,2001,0.0,63.0,21.0,1.0,2.0,0.19,0.0,21.0,12.0,0.0,12.0,24.0,24.0
Australia,2002,1.0,60.0,20.0,3.0,2.0,0.18,0.0,20.0,13.0,0.0,11.0,25.0,25.0
Australia,2003,3.0,58.0,24.0,6.0,0.0,0.19,0.0,24.0,16.0,0.0,11.0,30.0,30.0
Australia,2004,6.0,55.0,24.0,0.0,0.0,0.18,0.0,24.0,8.0,0.0,10.0,24.0,24.0
Australia,2005,0.0,54.0,34.0,10.0,1.0,0.19,0.0,34.0,35.0,0.0,10.0,45.0,45.0
Australia,2006,10.0,53.0,30.0,13.0,1.0,0.19,0.0,30.0,24.0,0.0,10.0,44.0,44.0
Australia,2007,13.0,38.0,32.0,7.0,2.0,0.18,0.0,32.0,21.0,0.0,7.0,41.0,41.0
Australia,2008,7.0,64.0,33.0,3.0,4.0,0.19,0.0,33.0,21.0,0.0,12.0,40.0,40.0
Australia,2009,3.0,62.0,35.0,4.0,1.0,0.18,0.0,35.0,26.0,0.0,11.0,40.0,40.0
Australia,2010,4.0,25.0,31.0,0.0,0.0,0.2,0.0,31.0,22.0,0.0,5.0,31.0,31.0
Australia,2011,0.0,75.0,31.0,1.0,1.0,0.19,0.0,31.0,19.0,0.0,14.0,33.0,33.0
